ticker,OPT_STRIKE_PX,OPT_EXPIRE_DT,OPT_PUT_CALL,OPT_CONT_SIZE,OPT_UNDL_TICKER,OPT_MULTIPLIER
TSLA US 05/15/26 C90 Equity,90.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C95 Equity,95.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C100 Equity,100.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C347.5 Equity,347.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C350 Equity,350.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C352.5 Equity,352.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C355 Equity,355.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C357.5 Equity,357.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C360 Equity,360.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C362.5 Equity,362.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C365 Equity,365.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C367.5 Equity,367.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C370 Equity,370.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C255 Equity,255.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C260 Equity,260.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C265 Equity,265.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C270 Equity,270.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C275 Equity,275.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C280 Equity,280.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C285 Equity,285.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C290 Equity,290.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C295 Equity,295.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C300 Equity,300.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C305 Equity,305.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C310 Equity,310.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C315 Equity,315.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C320 Equity,320.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C325 Equity,325.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C330 Equity,330.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C335 Equity,335.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C340 Equity,340.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C342.5 Equity,342.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C345 Equity,345.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C205 Equity,205.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C210 Equity,210.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C215 Equity,215.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C220 Equity,220.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C225 Equity,225.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C230 Equity,230.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C235 Equity,235.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C240 Equity,240.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C245 Equity,245.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C250 Equity,250.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C155 Equity,155.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C160 Equity,160.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C165 Equity,165.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C170 Equity,170.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C175 Equity,175.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C180 Equity,180.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C185 Equity,185.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C190 Equity,190.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C195 Equity,195.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C200 Equity,200.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C372.5 Equity,372.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C375 Equity,375.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C377.5 Equity,377.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C380 Equity,380.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C382.5 Equity,382.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C385 Equity,385.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C387.5 Equity,387.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C390 Equity,390.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C392.5 Equity,392.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C395 Equity,395.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C497.5 Equity,497.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C500 Equity,500.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C502.5 Equity,502.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C505 Equity,505.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C507.5 Equity,507.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C510 Equity,510.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C512.5 Equity,512.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C515 Equity,515.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C517.5 Equity,517.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C520 Equity,520.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C522.5 Equity,522.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C525 Equity,525.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C527.5 Equity,527.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C530 Equity,530.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C532.5 Equity,532.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C535 Equity,535.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C537.5 Equity,537.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C540 Equity,540.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C542.5 Equity,542.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C545 Equity,545.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C422.5 Equity,422.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C425 Equity,425.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C427.5 Equity,427.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C430 Equity,430.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C432.5 Equity,432.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C435 Equity,435.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C437.5 Equity,437.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C440 Equity,440.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C442.5 Equity,442.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C445 Equity,445.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C660 Equity,660.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C670 Equity,670.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C680 Equity,680.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C690 Equity,690.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C700 Equity,700.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C710 Equity,710.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C720 Equity,720.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C730 Equity,730.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C740 Equity,740.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C750 Equity,750.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C860 Equity,860.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C870 Equity,870.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C880 Equity,880.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C890 Equity,890.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C900 Equity,900.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C910 Equity,910.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C920 Equity,920.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C930 Equity,930.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C940 Equity,940.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C950 Equity,950.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C547.5 Equity,547.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C550 Equity,550.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C552.5 Equity,552.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C555 Equity,555.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C560 Equity,560.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C565 Equity,565.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C570 Equity,570.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C575 Equity,575.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C580 Equity,580.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C585 Equity,585.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C447.5 Equity,447.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C450 Equity,450.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C452.5 Equity,452.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C455 Equity,455.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C457.5 Equity,457.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C460 Equity,460.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C462.5 Equity,462.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C465 Equity,465.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C467.5 Equity,467.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C470 Equity,470.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C760 Equity,760.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C770 Equity,770.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C780 Equity,780.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C790 Equity,790.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C800 Equity,800.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C810 Equity,810.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C820 Equity,820.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C830 Equity,830.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C840 Equity,840.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C850 Equity,850.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C472.5 Equity,472.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C475 Equity,475.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C477.5 Equity,477.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C480 Equity,480.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C482.5 Equity,482.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C485 Equity,485.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C487.5 Equity,487.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C490 Equity,490.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C492.5 Equity,492.5,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C495 Equity,495.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C590 Equity,590.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C595 Equity,595.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C600 Equity,600.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C605 Equity,605.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C610 Equity,610.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C615 Equity,615.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C620 Equity,620.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C630 Equity,630.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C640 Equity,640.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C650 Equity,650.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C960 Equity,960.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C970 Equity,970.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C980 Equity,980.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 C990 Equity,990.0,2026-05-15,Call,100.0,TSLA US,100.0
TSLA US 05/15/26 P5 Equity,5.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P10 Equity,10.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P15 Equity,15.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P20 Equity,20.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P25 Equity,25.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P30 Equity,30.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P335 Equity,335.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P340 Equity,340.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P342.5 Equity,342.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P345 Equity,345.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P347.5 Equity,347.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P350 Equity,350.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P352.5 Equity,352.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P355 Equity,355.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P357.5 Equity,357.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P360 Equity,360.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P35 Equity,35.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P40 Equity,40.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P45 Equity,45.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P50 Equity,50.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P55 Equity,55.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P60 Equity,60.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P65 Equity,65.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P70 Equity,70.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P75 Equity,75.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P80 Equity,80.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P235 Equity,235.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P240 Equity,240.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P245 Equity,245.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P250 Equity,250.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P255 Equity,255.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P260 Equity,260.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P265 Equity,265.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P270 Equity,270.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P275 Equity,275.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P280 Equity,280.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P387.5 Equity,387.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P390 Equity,390.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P392.5 Equity,392.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P395 Equity,395.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P397.5 Equity,397.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P400 Equity,400.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P402.5 Equity,402.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P405 Equity,405.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P407.5 Equity,407.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P410 Equity,410.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P85 Equity,85.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P90 Equity,90.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P95 Equity,95.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P100 Equity,100.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P105 Equity,105.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P110 Equity,110.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P115 Equity,115.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P120 Equity,120.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P125 Equity,125.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P130 Equity,130.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P285 Equity,285.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P290 Equity,290.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P295 Equity,295.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P300 Equity,300.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P305 Equity,305.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P310 Equity,310.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P315 Equity,315.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P320 Equity,320.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P325 Equity,325.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P330 Equity,330.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P185 Equity,185.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P190 Equity,190.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P195 Equity,195.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P200 Equity,200.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P205 Equity,205.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P210 Equity,210.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P215 Equity,215.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P220 Equity,220.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P225 Equity,225.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P230 Equity,230.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P362.5 Equity,362.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P365 Equity,365.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P367.5 Equity,367.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P370 Equity,370.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P372.5 Equity,372.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P375 Equity,375.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P377.5 Equity,377.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P380 Equity,380.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P382.5 Equity,382.5,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P385 Equity,385.0,2026-05-15,Put,100.0,TSLA US,100.0
TSLA US 05/15/26 P135 Equity,135.0,2026-05-15,Put,100.0,TSLA US,100.0
